"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","X"
"42","URN:CornellLabOfOrnithology:EBIRD:OBS462153326","2018-08-05 08:53:31",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","Canada","CA","Quebec","CA-QC","Les Basques","CA-QC-BA","",14,"","","Trois-Pistoles","L4966624","P",48.11667,-69.18333,"1985-04-30","10:15:00","obsr179756","S34075360","Traveling","P22","EBIRD_QC",80,5,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 85177. Observateurs : Tristan Ap Rheinallt, Yves Gauthier.","",NA
"43","URN:CornellLabOfOrnithology:EBIRD:OBS518282206","2018-08-03 13:54:28",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"5","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago--Wooded Island/Bobolink Meadow area","L152740","H",41.7857131,-87.5829649,"1994-08-05","06:40:00","obsr95523","S38114177","Historical","P62","EBIRD",75,NA,NA,1,1,"",0,1,0,NA,"Historical data from 1994 computer print-out, transcribed and uploaded to eBird by Clyne in 2017. Routing: Soccer Field, Bobolink Meadow, Music Court, Wooded Island, North Lagoon, east side of Museum of Science & Industry campus. Early cold front. Mostly cloudy; 58 F (forecast record low tonight to 50 F); WINDS NE circa 30 MPH; 63rd St. Beach partly awash amid rough Lake Michigan waters. Sunrise 05:49.","(including 1 begging) at Rose Garden",NA
"44","URN:CornellLabOfOrnithology:EBIRD:OBS630352447","2018-08-06 17:54:16",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"4","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago","L265942","H",41.781201,-87.5813341,"1995-05-29","","obsr95523","S46495278","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"Historical data from 1995 computer print-out, transcribed and uploaded to eBird by Clyne in 2018. Areas surveyed: JACKSON PARK, CHICAGO: Wooded Island / Bobolink Meadow area; Jackson Park Golf Course; 63rd St. Beach; Inner / Outer Harbors; COMPOSITE JACKSON PARK CHECKLIST FOR THIS DATE; ADDITIONAL DETAILS ARE INCLUDED IN SUB-SITE CHECKLISTS; see also separate checklist for BURNHAM PARK--PROMONTORY POINT. Routing: 07:40-10:50: Promontory Point; east side of Museum of Science & Industry campus and North Lagoon, Music Court, Bobolink Meadow, 63rd St. Beach, north bank of Inner Harbor, Soccer Field, Wooded Island, North Lagoon to 57th St. & Stony Island Ave.; [lunch break] 11:35-14:55: Stony Island Ave. & 57th St. south to Perennial Garden at 60th St., Wooded Island, North Golf Course, Cornell Drive north to 56th St. & Stony Island Ave. Good passage for late May; note also RED KNOT at 63rd St. Beach per Tom Jackman. WEATHER: 50-60F; mostly cloudy; some misting in a.m.; winds WNW 15-18 mph gusting to 25 mph.","4 at Wooded Island/Bobolink Meadow area",NA
"45","URN:CornellLabOfOrnithology:EBIRD:OBS632962184","2018-08-06 17:54:17",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"5","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago","L265942","H",41.781201,-87.5813341,"1995-07-05","08:00:00","obsr95523","S46685564","Historical","P62","EBIRD",130,NA,NA,1,1,"",0,1,0,NA,"Historical data from 1995 computer print-out, transcribed and uploaded to eBird by Clyne in 2018. Areas surveyed: JACKSON PARK, CHICAGO: Wooded Island / Bobolink Meadow area; 63rd St. Beach; Inner / Outer Harbors; COMPOSITE JACKSON PARK CHECKLIST FOR THIS DATE; ADDITIONAL DETAILS ARE INCLUDED IN SUB-SITE CHECKLISTS. Routing: Stony Island Ave. & 56th St. to North Lagoon, Music Court, Bobolink Meadow, 63rd St. Beach, north end of Outer Harbor, east and north banks of Inner Harbor, Soccer Field, Wooded Island, North Lagoon to 57th St. & Stony Island Ave. WEATHER: 65F; cloudy with some misting; winds SW 18 mph gusting to 25 mph. Note previous day heavy rain in a.m. and gusty S winds most of day.","5 at Wooded Island/Bobolink Meadow area",NA
"46","URN:CornellLabOfOrnithology:EBIRD:OBS93698062","2018-08-05 09:02:03",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"5","","","","Canada","CA","Quebec","CA-QC","Saguenay","CA-QC-SAG","",8,"","","Quai, La Baie","L2750770","H",48.3449122,-70.8784381,"1997-10-11","09:00:00","obsr18893","S6519527","Traveling","P22","EBIRD",165,2.414,NA,1,1,"",0,1,0,NA,"by foot","",NA
"47","URN:CornellLabOfOrnithology:EBIRD:OBS671738327","2019-07-23 12:36:27",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"3","","","","Canada","CA","Ontario","CA-ON","Durham","CA-ON-DR","",13,"","","Whitby--Harbour","L673600","H",43.853903,-78.9363543,"1969-11-09","09:30:00","obsr327578","S49560835","Historical","P62","EBIRD",60,NA,NA,1,1,"",0,1,0,NA,"","",NA
"48","URN:CornellLabOfOrnithology:EBIRD:OBS40313330","2013-04-23 13:30:21",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","Unknown Sex and Age (2)","United States","US","Montana","US-MT","Missoula","US-MT-063","",10,"","","907 Kern","L351433","P",46.8619301,-114.0167618,"1996-12-04","07:30:00","obsr55201","S2876636","Stationary","P21","EBIRD",360,NA,0.1012,1,1,"",0,1,0,NA,"Adult Cooper''s ? Hawk noted.","",NA
"49","URN:CornellLabOfOrnithology:EBIRD:OBS73187494","2017-12-17 12:21:28",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Wisconsin","US-WI","Dane","US-WI-025","",23,"","","UW Madison Arboretum (general)","L199451","H",43.0413553,-89.4290972,"1994-05-13","06:00:00","obsr101303","S5126434","Area","P23","EBIRD_WI",165,NA,32.3749,5,1,"",0,1,0,NA,"","",NA
"50","URN:CornellLabOfOrnithology:EBIRD:OBS479906644","2018-08-06 23:50:01",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","United States","US","Pennsylvania","US-PA","Luzerne","US-PA-079","",28,"","","Conyngham","L1098338","T",40.99198,-76.05655,"1986-07-06","08:30:00","obsr227449","S35521387","Traveling","P22","EBIRD",40,3,NA,1,1,"",0,1,0,NA,"","",NA
"51","URN:CornellLabOfOrnithology:EBIRD:OBS14730089","2013-04-11 17:58:08",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","New Jersey","US-NJ","Mercer","US-NJ-021","US-NJ_3152",29,"","","Institute for Advanced Study Woods","L147970","P",40.3242683,-74.6630325,"1974-04-29","13:00:00","obsr23015","S1065739","Traveling","P22","EBIRD",120,4.828,NA,NA,1,"",0,1,0,NA,"","",NA
"52","URN:CornellLabOfOrnithology:EBIRD:OBS292438856","2015-01-21 11:45:39",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","FL","C4","","United States","US","Wisconsin","US-WI","Milwaukee","US-WI-079","",23,"","4308728SE","Thiensville SE","L3207112","P",43.1458353,-87.90625,"1999-06-28","","obsr557708","S21477742","Historical","P62","EBIRD_ATL_WI",NA,NA,NA,NA,0,"",0,1,0,NA,"OBSERVER: Bill Cowart; CARD NUMBER: 3985; Data from the first Wisconsin Breeding Bird Atlas (1995-2000). Matched to observer accounts and uploaded 15 Jan 2015 by Marshall Iliff in consultation with Nick Anich. If you wish to edit these records, or have a correction, please contact atlas AT wsobirds.org","",NA
"53","URN:CornellLabOfOrnithology:EBIRD:OBS423966190","2018-08-03 13:51:05",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago--Wooded Island/Bobolink Meadow area","L152740","H",41.7857131,-87.5829649,"1981-11-09","08:35:00","obsr779677","S31140319","Historical","P62","EBIRD",65,NA,NA,2,1,"",0,1,0,NA,"Historical data uploaded to eBird by Paul R. Clyne in 2016 from checklists in Clyne's hand-writing, as dictated to him by Rylaarsdam. Unusual observations were discussed and edited by Clyne at the time of transcription (in all or most cases on the date of observation). Totals are included in a composite Jackson Park, Chicago, checklist for this date. With Jean-Pierre Cavigelli. Routing: Music Court, Bobolink Meadow, Soccer Field, Wooded Island. Cloudy; 06:00 readings: 42ºF, winds N 12 mph.","heard",NA
"54","URN:CornellLabOfOrnithology:EBIRD:OBS645764655","2018-08-05 08:56:44",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"10","","","","Canada","CA","Quebec","CA-QC","La Côte-de-Beaupré","CA-QC-CB","CA-QC_002",12,"","","Cap Tourmente","L4440092","P",47.0773411,-70.8055544,"1991-10-25","","obsr730362","S47652004","Historical","P62","EBIRD_QC",285,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 186253. Observateurs : Ronald Lepage, François Hamel.","",NA
"55","URN:CornellLabOfOrnithology:EBIRD:OBS21447856","2017-01-13 21:13:52",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","United States","US","New York","US-NY","Oneida","US-NY-065","",13,"","","Campus Road, Clinton","L129946","P",43.0568237,-75.4065094,"1999-12-13","08:00:00","obsr16394","S1619115","Stationary","P21","EBIRD",300,NA,NA,1,1,"",0,1,0,NA,"","",NA
"56","URN:CornellLabOfOrnithology:EBIRD:OBS827910065","2019-11-14 16:15:51",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","United States","US","New York","US-NY","St. Lawrence","US-NY-089","US-NY_802",13,"","","Robert Moses SP, Massena","L664990","H",44.9950405,-74.7988701,"1979-06-21","16:00:00","obsr57629","S61450788","Traveling","P22","EBIRD",60,1.609,NA,1,1,"",0,1,0,NA,"Campground area","",NA
"57","URN:CornellLabOfOrnithology:EBIRD:OBS184829231","2018-08-04 07:44:23",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"8","","","","Canada","CA","Ontario","CA-ON","Northumberland","CA-ON-NU","",13,"","","Cobourg Harbour","L2042053","P",43.9555556,-78.1666667,"1999-10-18","","obsr349315","S13326215","Historical","P62","EBIRD_CAN",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"58","URN:CornellLabOfOrnithology:EBIRD:OBS356722730","2015-12-02 08:04:20",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"3","","","","United States","US","Pennsylvania","US-PA","Berks","US-PA-011","US-PA_1157",28,"","","Hamburg North of State Street","L1420523","P",40.5659449,-75.9860725,"1976-03-29","","obsr23245","S26097805","Historical","P62","EBIRD_PA",NA,NA,NA,NA,0,"",0,1,0,NA,"398 Chestnut St., Hamburg, PA","species in yard most of the day",NA
"59","URN:CornellLabOfOrnithology:EBIRD:OBS645777388","2018-08-04 18:54:31",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","Quebec","CA-QC","La Côte-de-Beaupré","CA-QC-CB","CA-QC_002",12,"","","Cap Tourmente","L4440092","P",47.0773411,-70.8055544,"1974-03-16","10:15:00","obsr730362","S47652669","Historical","P62","EBIRD_QC",255,NA,NA,1,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 4427. Observateur : Ronald Lepage.","",NA
"60","URN:CornellLabOfOrnithology:EBIRD:OBS94864449","2013-10-31 01:11:47",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"10","","","","United States","US","Iowa","US-IA","Johnson","US-IA-103","US-IA_1511",22,"","","Hickory Hill Park","L452817","H",41.6704755,-91.5086889,"1976-04-26","07:00:00","obsr223391","S6608454","Area","P23","EBIRD",60,NA,40.4686,1,1,"",0,1,0,NA,"Cool ~ 40F, clear, frost on grass, lots of standing water.","",NA
"61","URN:CornellLabOfOrnithology:EBIRD:OBS327481472","2018-08-03 09:26:10",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","Alberta","CA-AB","Drumheller","CA-AB-FI","",11,"","","Wyndham-Carseland Provincial Park","L419095","H",50.8306619,-113.4269714,"1987-09-17","10:15:00","obsr570137","S23951044","Historical","P62","EBIRD",135,NA,NA,1,1,"",0,1,0,NA,"CFNS trip number,870404-2,Observers : Storms,R.W, Original location description - Wyndham-Carseland PP","",NA
"62","URN:CornellLabOfOrnithology:EBIRD:OBS350287711","2018-08-04 07:32:29",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","Canada","CA","Ontario","CA-ON","Waterloo","CA-ON-WT","",13,"","","Cambridge--Linear Trail","L1482126","H",43.3974899,-80.3664074,"1991-12-27","","obsr341870","S25580117","Historical","P62","EBIRD_CAN",NA,NA,NA,NA,1,"",0,1,0,NA,"Sunny, above 0C; mid-afternoon walk","",NA
"63","URN:CornellLabOfOrnithology:EBIRD:OBS410570274","2018-01-12 17:12:32",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"5","","","","United States","US","Kansas","US-KS","Shawnee","US-KS-177","",22,"","","Skyline Park","L2522792","P",39.0069582,-95.7388544,"1987-07-26","07:00:00","obsr433107","S30130010","Traveling","P22","EBIRD",90,0.805,NA,1,1,"",0,1,0,NA,"","",NA
"64","URN:CornellLabOfOrnithology:EBIRD:OBS704846131","2019-01-30 19:43:32",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","Canada","CA","Yukon Territory","CA-YT","Yukon","CA-YT-YT","",4,"","","Whitehorse--Porter Creek--1402 Elm Street","L986331","H",60.7660845,-135.1382384,"1998-05-11","","obsr30649","S52216584","Historical","P62","EBIRD",NA,NA,NA,2,1,"G3814352",0,1,0,NA,"Observers: CDE, PHS","",NA
"65","URN:CornellLabOfOrnithology:EBIRD:OBS77833512","2015-01-31 12:19:43",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"4","","","","Canada","CA","Quebec","CA-QC","Thérèse-De Blainville","CA-QC-TB","",13,"","","Boisbriand--Rue Réal Béland","L803650","P",45.6274036,-73.8648096,"1991-12-15","16:00:00","obsr5435","S5541612","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"","",NA
"66","URN:CornellLabOfOrnithology:EBIRD:OBS529559396","2018-08-06 17:48:23",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"20","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","",14,"","","Réserve faunique de Rimouski","L3817490","P",48.05,-68.25,"1980-09-06","08:00:00","obsr16652","S38957842","Historical","P62","EBIRD_QC",300,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 41822. Observateurs : Jean Rocheleau, Jacques Larivée.","",NA
"67","URN:CornellLabOfOrnithology:EBIRD:OBS819751262","2019-10-25 09:47:14",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Massachusetts","US-MA","Essex","US-MA-009","US-MA_667",NA,"","","Castle Hill, Ipswich","L600557","H",42.6854923,-70.7790649,"1974-01-06","10:00:00","obsr52135","S60846438","Historical","P62","EBIRD",NA,NA,NA,3,1,"",0,1,0,NA,"3 of us birded the Castle Hill grounds.  No effort data.","",NA
"68","URN:CornellLabOfOrnithology:EBIRD:OBS517645688","2018-08-06 21:57:30",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","New York","US-NY","Tompkins","US-NY-109","",28,"","","Old 600, Slaterville Springs","L99406","H",42.395775,-76.3339617,"1996-05-23","08:00:00","obsr733254","S38067541","Historical","P62","EBIRD",180,NA,NA,NA,1,"",0,1,0,NA,"Historical Campus Club Bird Study Group information entered by Rochelle Woods for: 05/23/96; 40-65 degrees F; wind 2-5 mph; clear skies;  Bank washed out at ridge.  Impossible without climbing steep hill which is Canada warbler habitat.","",NA
"69","URN:CornellLabOfOrnithology:EBIRD:OBS131239355","2011-11-26 21:25:09",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","United States","US","South Dakota","US-SD","Brown","US-SD-013","",11,"","","Aberdeen 1506 SE Third Ave","L1306324","P",45.4618614,-98.4669185,"1983-08-28","","obsr7046","S9201278","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",NA
"70","URN:CornellLabOfOrnithology:EBIRD:OBS173832274","2020-01-08 18:47:31",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago","L265942","H",41.781201,-87.5813341,"1998-11-04","","obsr95523","S12375838","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","¾",NA
"71","URN:CornellLabOfOrnithology:EBIRD:OBS553166513","2018-11-13 14:01:30",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"10","","","","Canada","CA","British Columbia","CA-BC","Metro Vancouver","CA-BC-GV","CA-BC_017",NA,"","","Reifel Bird Sanctuary","L124345","H",49.1,-123.185,"1985-11-15","","obsr841463","S40796171","Historical","P62","EBIRD_CAN",NA,NA,NA,NA,1,"",0,1,0,NA,"Historical data John Ireland; rain overcast, por visibility","",NA
"72","URN:CornellLabOfOrnithology:EBIRD:OBS218133161","2015-10-29 16:16:47",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"5","","","","Canada","CA","Alberta","CA-AB","Drumheller","CA-AB-FI","",11,"","","Wyndham-Carseland Provincial Park","L419095","H",50.8306619,-113.4269714,"1988-10-30","09:00:00","obsr267011","S15702355","Traveling","P22","EBIRD",120,4,NA,2,0,"",0,1,0,NA,"","",NA
"73","URN:CornellLabOfOrnithology:EBIRD:OBS645789693","2018-08-04 18:59:12",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"12","","","","Canada","CA","Quebec","CA-QC","La Côte-de-Beaupré","CA-QC-CB","CA-QC_002",12,"","","Cap Tourmente","L4440092","P",47.0773411,-70.8055544,"1963-03-16","10:30:00","obsr730362","S47653214","Historical","P62","EBIRD_QC",285,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 15424. Observateurs : Ronald Lepage, Raymond Cayouette.","",NA
"74","URN:CornellLabOfOrnithology:EBIRD:OBS41895831","2013-04-23 13:30:21",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","Unknown Sex and Age (2)","United States","US","Montana","US-MT","Missoula","US-MT-063","",10,"","","907 Kern","L351433","P",46.8619301,-114.0167618,"1993-11-06","07:30:00","obsr55201","S2972655","Stationary","P21","EBIRD",360,NA,0.1012,1,1,"",0,1,0,NA,"","",NA
"75","URN:CornellLabOfOrnithology:EBIRD:OBS42000989","2013-04-23 13:30:21",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","Unknown Sex and Age (2)","United States","US","Montana","US-MT","Missoula","US-MT-063","",10,"","","907 Kern","L351433","P",46.8619301,-114.0167618,"1992-01-29","07:30:00","obsr55201","S2980616","Stationary","P21","EBIRD",360,NA,0.1012,1,1,"",0,1,0,NA,"","",NA
"76","URN:CornellLabOfOrnithology:EBIRD:OBS132114931","2013-01-11 14:10:57",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","New York","US-NY","Suffolk","US-NY-103","",30,"","","Williamson","L1026837","P",41.2805801,-71.9817352,"1999-04-19","","obsr86550","S9272732","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"Jacqueline Williamson Journal.","",NA
"77","URN:CornellLabOfOrnithology:EBIRD:OBS39782202","2013-04-23 13:30:21",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"4","","","Unknown Sex and Age (4)","United States","US","Montana","US-MT","Missoula","US-MT-063","",10,"","","907 Kern","L351433","P",46.8619301,-114.0167618,"1997-11-16","07:30:00","obsr55201","S2845888","Stationary","P21","EBIRD",360,NA,0.1012,1,1,"",0,1,0,NA,"","",NA
"78","URN:CornellLabOfOrnithology:EBIRD:OBS313739638","2018-08-06 17:54:20",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"3","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago","L265942","H",41.781201,-87.5813341,"1996-06-08","09:05:00","obsr95523","S23105964","Traveling","P22","EBIRD",125,6.373,NA,1,1,"",0,1,0,NA,"Fog; misting; 44ºF; winds NE 12 mph. Note: Casual survey with Ken & Carol Hyams.  COMPOSITE JACKSON PARK CHECKLIST FOR DATE.  FOR DETAILS, SEE CHECKLISTS FOR FOLLOWING SUBSITES: Jackson Park--Wooded Island/Bobolink Meadow area; Jackson Park--63rd St. Beach; Jackson Park--Inner/Outer Harbors.  Note: TOTALS ENTERED HERE MAY INCLUDE ADJUSTMENTS TO ACCOUNT FOR LIKELY DUPLICATE COUNTS OF INDIVIDUALS AMONG THE SUBSITES. Entire route on foot. Approximate distance calculated in Google Maps application in 1 from original detailed routing notes. [Routing (Paul R. Clyne): 09:05 X57-59 U J IE R I11-13 SE Q L64 C64 YC YQ S QD BE ME U X58-57 11:10. HOURS AT SITE FOR THIS CHECKLIST = 09:05-11:10]","(estimate) [subsites not recorded]",NA
"79","URN:CornellLabOfOrnithology:EBIRD:OBS454692751","2017-02-26 11:01:41",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","CA-QC_041",14,"","","Pointe-au-Père","L4996380","P",48.51667,-68.46667,"1984-10-15","15:30:00","obsr179756","S33466533","Traveling","P22","EBIRD_QC",90,10,NA,1,1,"",0,1,0,NA,"Marais, fleuve et chemin Poirier.--Chez les trois espèces les plus abondantes de limicoles, on note que ce sont tous des immatures formant des groupes compacts. Estimations assez réalistes des quantités.--Feuillet d'ÉPOQ no 64562. Observateur : Yves Gauthier.","",NA
